sales_id,shop_id,week_no,start_date,end_date,sales_amount,sales_target,item_sold,transactions,staff_hours,staff_hours_target,labour_cost,labour_cost_target,total_tax,sales_status
704875,31,24,2015-06-01,2015-06-07,22811.95,24000.00,3803.00,1788,00:00:00,00:00:00,0,4200.00,2852.35,1
704877,33,24,2015-06-01,2015-06-07,14753.50,20000.00,2570.00,1265,00:00:00,00:16:20,0,3300.00,1864.80,1
704879,34,24,2015-06-01,2015-06-07,16804.90,20000.00,2851.00,1401,00:00:00,00:16:20,0,3300.00,2112.90,1
704881,36,24,2015-06-01,2015-06-07,17338.60,20000.00,3245.00,1803,00:00:00,00:16:20,0,3300.00,2200.37,1
704883,37,24,2015-06-01,2015-06-07,18436.10,25000.00,3399.00,1970,00:00:00,00:21:00,0,4500.00,2354.92,1
704885,38,24,2015-06-01,2015-06-07,36525.10,37000.00,5549.00,3012,00:00:00,00:22:10,0,4800.00,4601.10,1
704887,39,24,2015-06-01,2015-06-07,24837.40,31500.00,4046.00,2024,00:00:00,00:21:00,0,4500.00,3192.69,1
704889,40,24,2015-06-01,2015-06-07,30742.10,35000.00,5203.00,2148,00:00:00,00:26:50,0,5500.00,3880.60,1
704891,41,24,2015-06-01,2015-06-07,26169.00,28000.00,4136.00,2006,00:00:00,00:00:00,0,4100.00,3332.43,1
704893,42,24,2015-06-01,2015-06-07,18233.60,21000.00,2917.00,1496,00:00:00,00:19:50,0,3750.00,2291.62,1
704895,43,24,2015-06-01,2015-06-07,25183.20,28000.00,4119.00,1922,00:00:00,00:00:00,0,4100.00,3155.03,1
704897,44,24,2015-06-01,2015-06-07,24372.80,28000.00,4016.00,1904,00:00:00,00:00:00,0,4100.00,3069.07,1
704899,45,24,2015-06-01,2015-06-07,15096.65,18000.00,2776.00,1673,00:00:00,03:37:00,0,200.00,1923.48,1
704901,46,24,2015-06-01,2015-06-07,15316.20,17000.00,2451.00,1294,00:00:00,00:00:00,0,2900.00,1931.67,1
704903,48,24,2015-06-01,2015-06-07,11091.80,13500.00,1277.00,766,00:00:00,00:00:00,0,2600.00,1404.11,1
704905,49,24,2015-06-01,2015-06-07,10060.40,10000.00,1286.00,928,00:00:00,00:00:00,0,2500.00,1260.98,1
704907,50,24,2015-06-01,2015-06-07,10301.00,13000.00,1275.00,726,00:00:00,02:41:00,0,160.00,1290.53,1
704909,55,24,2015-06-01,2015-06-07,24648.90,30000.00,4249.00,2794,00:00:00,00:20:25,0,4080.00,3121.31,1
704911,56,24,2015-06-01,2015-06-07,23532.10,25000.00,3775.00,2195,00:00:00,00:21:00,0,4800.00,2989.75,1
704913,57,24,2015-06-01,2015-06-07,22148.30,22000.00,3480.00,2060,00:00:00,00:00:00,0,4000.00,2797.59,1
704915,58,24,2015-06-01,2015-06-07,10843.70,17000.00,1724.00,1091,00:00:00,00:14:00,0,2500.00,1383.13,1
704917,59,24,2015-06-01,2015-06-07,9825.01,45000.00,1596.00,1073,00:00:00,00:00:00,0,7000.00,1263.00,1
704919,60,24,2015-06-01,2015-06-07,16396.31,40000.00,2548.00,1490,00:00:00,00:35:00,0,7700.00,2063.60,1
704921,61,24,2015-06-01,2015-06-07,5378.70,17000.00,884.00,497,00:00:00,00:06:00,0,3100.00,689.28,1
734891,17,25,2015-06-08,2015-06-14,14233.60,15000.00,2588.00,1512,100:00:00,00:00:00,726,2800.00,1790.07,1
734893,20,25,2015-06-08,2015-06-14,27222.00,3850.00,4900.00,2421,00:00:00,00:21:00,0,4500.00,3449.81,1
734895,27,25,2015-06-08,2015-06-14,33613.35,4600.00,5489.00,2461,00:00:00,00:00:00,0,4300.00,4207.78,1
734897,28,25,2015-06-08,2015-06-14,15652.00,17000.00,2583.00,1415,00:00:00,00:14:00,0,3100.00,1985.74,1
734899,30,25,2015-06-08,2015-06-14,28880.80,30000.00,4646.00,2353,00:00:00,00:25:40,0,5200.00,3679.59,1
734901,31,25,2015-06-08,2015-06-14,23604.20,24000.00,3880.00,1851,00:00:00,00:00:00,0,4200.00,2970.36,1
734903,33,25,2015-06-08,2015-06-14,14679.80,20000.00,2540.00,1315,00:00:00,00:16:20,0,3300.00,1827.97,1
734905,34,25,2015-06-08,2015-06-14,16451.70,20000.00,2768.00,1396,00:00:00,00:16:20,0,3300.00,2075.26,1
734907,36,25,2015-06-08,2015-06-14,19293.80,20000.00,3592.00,2017,00:00:00,00:16:20,0,3300.00,2441.64,1
734909,37,25,2015-06-08,2015-06-14,20186.60,25000.00,3649.00,2155,00:00:00,00:21:00,0,4500.00,2557.19,1
734911,38,25,2015-06-08,2015-06-14,33765.60,37000.00,5290.00,2905,00:00:00,00:22:10,0,4800.00,4256.38,1
734913,39,25,2015-06-08,2015-06-14,25650.90,31500.00,4167.00,2094,00:00:00,00:21:00,0,4500.00,3285.71,1
734915,40,25,2015-06-08,2015-06-14,28631.15,35000.00,4764.00,2056,00:00:00,00:26:50,0,5500.00,3639.19,1
734917,41,25,2015-06-08,2015-06-14,25986.30,28000.00,4200.00,2079,00:00:00,00:00:00,0,4100.00,3317.24,1
734919,42,25,2015-06-08,2015-06-14,18465.10,21000.00,2924.00,1551,00:00:00,00:19:50,0,3750.00,2330.05,1
734921,43,25,2015-06-08,2015-06-14,25250.70,28000.00,4062.00,1913,00:00:00,00:00:00,0,4100.00,3169.73,1
734923,44,25,2015-06-08,2015-06-14,24229.81,28000.00,3987.00,1994,00:00:00,00:00:00,0,4100.00,3026.00,1
734925,45,25,2015-06-08,2015-06-14,14326.60,18000.00,2663.00,1608,00:00:00,03:37:00,0,200.00,1829.55,1
734927,46,25,2015-06-08,2015-06-14,13984.10,17000.00,2196.00,1241,00:00:00,00:00:00,0,2900.00,1763.33,1
734929,48,25,2015-06-08,2015-06-14,12362.60,13500.00,1406.00,827,00:00:00,00:00:00,0,2600.00,1574.86,1
734931,49,25,2015-06-08,2015-06-14,10617.20,10000.00,1342.00,969,00:00:00,00:00:00,0,2500.00,1328.37,1
734933,50,25,2015-06-08,2015-06-14,10169.10,13000.00,1228.00,728,00:00:00,02:41:00,0,160.00,1272.74,1
734935,55,25,2015-06-08,2015-06-14,30711.20,30000.00,5230.00,3448,00:00:00,00:20:25,0,4080.00,3879.09,1
734937,56,25,2015-06-08,2015-06-14,23593.20,25000.00,3851.00,2289,00:00:00,00:21:00,0,4800.00,3008.66,1
734939,57,25,2015-06-08,2015-06-14,21645.32,22000.00,3431.00,2052,00:00:00,00:00:00,0,4000.00,2738.35,1
734941,58,25,2015-06-08,2015-06-14,12947.43,17000.00,2105.00,1321,00:00:00,00:14:00,0,2500.00,1635.84,1
734943,59,25,2015-06-08,2015-06-14,14936.35,45000.00,2331.00,1527,00:00:00,00:00:00,0,7000.00,1904.86,1
734945,60,25,2015-06-08,2015-06-14,15635.20,40000.00,2473.00,1423,00:00:00,00:35:00,0,7700.00,1976.49,1
734947,61,25,2015-06-08,2015-06-14,9455.70,17000.00,1593.00,845,00:00:00,00:14:00,0,3100.00,1200.58,1
734949,62,25,2015-06-08,2015-06-14,3871.10,7000.00,425.00,329,00:00:00,00:05:50,0,1700.00,480.93,1
763151,17,26,2015-06-15,2015-06-21,14625.90,15000.00,2658.00,1539,108:15:00,00:00:00,966,2800.00,1835.37,1
763153,20,26,2015-06-15,2015-06-21,25469.00,3850.00,4500.00,2172,00:00:00,00:21:00,0,4500.00,3233.83,1
763155,27,26,2015-06-15,2015-06-21,33453.60,4600.00,5494.00,2495,00:00:00,00:00:00,0,4300.00,4197.46,1
763157,28,26,2015-06-15,2015-06-21,15312.40,17000.00,2546.00,1403,00:00:00,00:14:00,0,3100.00,1935.23,1
763159,30,26,2015-06-15,2015-06-21,28389.30,30000.00,4632.00,2286,00:00:00,00:25:40,0,5200.00,3607.54,1
763161,31,26,2015-06-15,2015-06-21,23287.75,24000.00,3799.00,1878,00:00:00,00:00:00,0,4200.00,2899.00,1
763163,33,26,2015-06-15,2015-06-21,14954.30,20000.00,2548.00,1362,00:00:00,00:16:20,0,3300.00,1873.56,1
763165,34,26,2015-06-15,2015-06-21,17641.71,20000.00,2930.00,1510,00:00:00,00:16:20,0,3300.00,2223.56,1
763167,36,26,2015-06-15,2015-06-21,18303.00,20000.00,3460.00,1897,00:00:00,00:16:20,0,3300.00,2298.90,1
763169,37,26,2015-06-15,2015-06-21,19898.50,25000.00,3632.00,2129,00:00:00,00:21:00,0,4500.00,2523.14,1
763171,38,26,2015-06-15,2015-06-21,34189.50,37000.00,5270.00,3003,00:00:00,00:22:10,0,4800.00,4309.78,1
763173,39,26,2015-06-15,2015-06-21,25943.50,31500.00,4225.00,2143,00:00:00,00:21:00,0,4500.00,3331.52,1
763175,40,26,2015-06-15,2015-06-21,28104.00,35000.00,4701.00,2072,00:00:00,00:26:50,0,5500.00,3541.02,1
763177,41,26,2015-06-15,2015-06-21,26160.40,28000.00,4236.00,2138,00:00:00,00:00:00,0,4100.00,3342.73,1
763179,42,26,2015-06-15,2015-06-21,18671.15,21000.00,3059.00,1594,00:00:00,00:19:50,0,3750.00,2361.79,1
763181,43,26,2015-06-15,2015-06-21,23944.60,28000.00,3913.00,1851,00:00:00,00:00:00,0,4100.00,3009.39,1
763183,44,26,2015-06-15,2015-06-21,24595.60,28000.00,4116.00,2015,00:00:00,00:00:00,0,4100.00,3078.36,1
763185,45,26,2015-06-15,2015-06-21,14248.40,18000.00,2655.00,1560,00:00:00,03:37:00,0,200.00,1808.84,1
763187,46,26,2015-06-15,2015-06-21,15431.90,17000.00,2477.00,1357,00:00:00,00:00:00,0,2900.00,1942.70,1
763189,48,26,2015-06-15,2015-06-21,12759.20,13500.00,1409.00,845,00:00:00,00:00:00,0,2600.00,1616.25,1
763191,49,26,2015-06-15,2015-06-21,9835.90,10000.00,1279.00,894,00:00:00,00:00:00,0,2500.00,1244.75,1
763193,50,26,2015-06-15,2015-06-21,9881.70,13000.00,1180.00,696,00:00:00,02:41:00,0,160.00,1253.52,1
763195,55,26,2015-06-15,2015-06-21,28264.00,30000.00,4890.00,3176,00:00:00,00:20:25,0,4080.00,3556.90,1
763197,56,26,2015-06-15,2015-06-21,23919.95,25000.00,3926.00,2295,00:00:00,00:21:00,0,4800.00,3055.45,1
763199,57,26,2015-06-15,2015-06-21,20361.00,22000.00,3233.00,1972,00:00:00,00:00:00,0,4000.00,2566.04,1
763201,58,26,2015-06-15,2015-06-21,13277.60,17000.00,2164.00,1338,00:00:00,00:14:00,0,2500.00,1673.84,1
763203,59,26,2015-06-15,2015-06-21,38146.60,45000.00,6284.00,4120,00:00:00,00:00:00,0,7000.00,4849.98,1
763205,60,26,2015-06-15,2015-06-21,27933.76,40000.00,4225.00,2450,00:00:00,00:35:00,0,7700.00,3546.08,1
763207,61,26,2015-06-15,2015-06-21,10815.80,17000.00,1775.00,917,00:00:00,00:14:00,0,3100.00,1386.81,1
763209,62,26,2015-06-15,2015-06-21,5538.90,7000.00,574.00,456,00:00:00,00:08:10,0,1700.00,702.20,1
791501,17,27,2015-06-22,2015-06-28,14339.60,15000.00,2650.00,1479,151:54:03,00:00:00,1489,2800.00,1806.20,1
791503,20,27,2015-06-22,2015-06-28,26585.60,3850.00,4722.00,2391,00:00:00,00:21:00,0,4500.00,3359.54,1
791505,27,27,2015-06-22,2015-06-28,32219.90,4600.00,5247.00,2393,00:00:00,00:00:00,0,4300.00,4057.04,1
791507,28,27,2015-06-22,2015-06-28,16094.90,17000.00,2659.00,1448,00:00:00,00:14:00,0,3100.00,2044.33,1
791509,30,27,2015-06-22,2015-06-28,30474.00,30000.00,4752.00,2422,00:00:00,00:25:40,0,5200.00,3892.05,1
791511,31,27,2015-06-22,2015-06-28,23038.20,24000.00,3726.00,1801,00:00:00,00:00:00,0,4200.00,2883.37,1
791513,33,27,2015-06-22,2015-06-28,15176.00,20000.00,2677.00,1355,00:00:00,00:16:20,0,3300.00,1909.17,1
791515,34,27,2015-06-22,2015-06-28,15715.00,20000.00,2592.00,1350,00:00:00,00:16:20,0,3300.00,1971.21,1
791517,36,27,2015-06-22,2015-06-28,17102.50,20000.00,3183.00,1748,00:00:00,00:16:20,0,3300.00,2159.69,1
791519,37,27,2015-06-22,2015-06-28,20060.40,25000.00,3577.00,2149,00:00:00,00:21:00,0,4500.00,2552.88,1
791521,38,27,2015-06-22,2015-06-28,34205.50,37000.00,5258.00,2915,00:00:00,00:22:10,0,4800.00,4328.13,1
791523,39,27,2015-06-22,2015-06-28,25800.50,31500.00,4114.00,2111,00:00:00,00:21:00,0,4500.00,3318.76,1
791525,40,27,2015-06-22,2015-06-28,28004.85,35000.00,4656.00,2057,00:00:00,00:26:50,0,5500.00,3531.65,1
791527,41,27,2015-06-22,2015-06-28,26950.60,28000.00,4287.00,2089,00:00:00,00:00:00,0,4100.00,3431.98,1
791529,42,27,2015-06-22,2015-06-28,18796.50,21000.00,3081.00,1610,00:00:00,00:19:50,0,3750.00,2371.23,1
791531,43,27,2015-06-22,2015-06-28,24474.80,28000.00,4002.00,1881,00:00:00,00:00:00,0,4100.00,3059.49,1
791533,44,27,2015-06-22,2015-06-28,25730.70,28000.00,4194.00,1986,00:00:00,00:00:00,0,4100.00,3216.73,1
791535,45,27,2015-06-22,2015-06-28,15000.50,18000.00,2778.00,1704,00:00:00,03:37:00,0,200.00,1902.88,1
791537,46,27,2015-06-22,2015-06-28,14341.80,17000.00,2302.00,1290,00:00:00,00:00:00,0,2900.00,1796.21,1
791539,48,27,2015-06-22,2015-06-28,13404.60,13500.00,1501.00,899,00:00:00,00:00:00,0,2600.00,1697.64,1
791541,49,27,2015-06-22,2015-06-28,10172.20,10000.00,1290.00,918,00:00:00,00:00:00,0,2500.00,1286.02,1
791543,50,27,2015-06-22,2015-06-28,9958.50,13000.00,1223.00,728,00:00:00,02:41:00,0,160.00,1247.29,1
791545,55,27,2015-06-22,2015-06-28,20673.40,30000.00,3678.00,2361,00:00:00,00:20:25,0,4080.00,2611.20,1
791547,56,27,2015-06-22,2015-06-28,23769.45,25000.00,3816.00,2241,00:00:00,00:21:00,0,4800.00,3020.50,1
791549,57,27,2015-06-22,2015-06-28,20576.10,22000.00,3238.00,1911,00:00:00,00:00:00,0,4000.00,2607.54,1
791551,58,27,2015-06-22,2015-06-28,12256.30,17000.00,2003.00,1253,00:00:00,00:14:00,0,2500.00,1537.43,1
791553,59,27,2015-06-22,2015-06-28,37344.95,45000.00,6163.00,4110,00:00:00,00:00:00,0,7000.00,4736.60,1
791555,60,27,2015-06-22,2015-06-28,41775.04,40000.00,6246.00,3794,00:00:00,00:35:00,0,7700.00,5298.34,1
791557,61,27,2015-06-22,2015-06-28,10714.30,17000.00,1825.00,960,00:00:00,00:14:00,0,3100.00,1356.70,1
791559,62,27,2015-06-22,2015-06-28,4438.70,7000.00,463.00,370,00:00:00,00:08:10,0,1700.00,560.31,1
821771,17,28,2015-06-29,2015-07-05,13848.40,15000.00,2506.00,1473,138:03:07,00:00:00,1352,2800.00,1743.11,1
821773,20,28,2015-06-29,2015-07-05,25446.60,3850.00,4508.00,2248,00:00:00,00:21:00,0,4500.00,3235.38,1
821775,27,28,2015-06-29,2015-07-05,31378.65,4600.00,5093.00,2349,00:00:00,00:00:00,0,4300.00,3930.69,1
821777,28,28,2015-06-29,2015-07-05,16130.50,17000.00,2644.00,1425,00:00:00,00:14:00,0,3100.00,2036.83,1
821779,30,28,2015-06-29,2015-07-05,31385.85,30000.00,4950.00,2488,00:00:00,00:25:40,0,5200.00,3995.83,1
821781,31,28,2015-06-29,2015-07-05,22343.60,24000.00,3662.00,1771,00:00:00,00:00:00,0,4200.00,2804.63,1
821783,33,28,2015-06-29,2015-07-05,15883.80,20000.00,2690.00,1400,00:00:00,00:16:20,0,3300.00,1994.02,1
821785,34,28,2015-06-29,2015-07-05,15866.50,20000.00,2765.00,1359,00:00:00,00:16:20,0,3300.00,2012.56,1
821787,36,28,2015-06-29,2015-07-05,17155.50,20000.00,3245.00,1790,00:00:00,00:16:20,0,3300.00,2166.37,1
821789,37,28,2015-06-29,2015-07-05,18781.20,25000.00,3420.00,1974,00:00:00,00:21:00,0,4500.00,2391.17,1
821791,38,28,2015-06-29,2015-07-05,34250.20,37000.00,5217.00,2909,00:00:00,00:22:10,0,4800.00,4324.45,1
821793,39,28,2015-06-29,2015-07-05,26380.20,31500.00,4221.00,2178,00:00:00,00:21:00,0,4500.00,3393.39,1
821795,40,28,2015-06-29,2015-07-05,28440.15,35000.00,4793.00,2110,00:00:00,00:26:50,0,5500.00,3586.57,1
821797,41,28,2015-06-29,2015-07-05,28712.20,28000.00,4546.00,2170,00:00:00,00:00:00,0,4100.00,3663.53,1
821799,42,28,2015-06-29,2015-07-05,18320.10,21000.00,2960.00,1560,00:00:00,00:19:50,0,3750.00,2312.21,1
821801,43,28,2015-06-29,2015-07-05,24502.70,28000.00,4049.00,1910,00:00:00,00:00:00,0,4100.00,3088.05,1
821803,44,28,2015-06-29,2015-07-05,25166.00,28000.00,4129.00,2035,00:00:00,00:00:00,0,4100.00,3141.00,1
821805,45,28,2015-06-29,2015-07-05,15297.40,18000.00,2864.00,1719,00:00:00,03:37:00,0,200.00,1938.51,1
821807,46,28,2015-06-29,2015-07-05,14423.90,17000.00,2260.00,1244,00:00:00,00:00:00,0,2900.00,1801.53,1
821809,48,28,2015-06-29,2015-07-05,11769.40,13500.00,1343.00,820,00:00:00,00:00:00,0,2600.00,1497.05,1
821811,49,28,2015-06-29,2015-07-05,10062.00,10000.00,1305.00,877,00:00:00,00:00:00,0,2500.00,1277.75,1
821813,50,28,2015-06-29,2015-07-05,9263.50,13000.00,1125.00,683,00:00:00,02:41:00,0,160.00,1153.81,1
821815,55,28,2015-06-29,2015-07-05,12706.50,30000.00,2169.00,1371,00:00:00,00:20:25,0,4080.00,1577.61,1
821817,56,28,2015-06-29,2015-07-05,21873.30,25000.00,3484.00,2043,00:00:00,00:21:00,0,4800.00,2783.25,1
821819,57,28,2015-06-29,2015-07-05,21002.50,22000.00,3308.00,1945,00:00:00,00:00:00,0,4000.00,2660.65,1
821821,58,28,2015-06-29,2015-07-05,12384.50,17000.00,1976.00,1234,00:00:00,00:14:00,0,2500.00,1555.03,1
821823,59,28,2015-06-29,2015-07-05,37338.70,45000.00,6109.00,4025,00:00:00,00:00:00,0,7000.00,4746.37,1
821825,60,28,2015-06-29,2015-07-05,42439.38,40000.00,6465.00,3947,00:00:00,00:35:00,0,7700.00,5401.14,1
821827,61,28,2015-06-29,2015-07-05,10514.60,17000.00,1750.00,911,00:00:00,00:14:00,0,3100.00,1328.76,1
821829,62,28,2015-06-29,2015-07-05,5780.60,7000.00,606.00,482,00:00:00,00:08:10,0,1700.00,733.22,1
852041,17,29,2015-07-06,2015-07-12,12225.10,15000.00,2258.00,1288,122:24:02,00:00:00,1561,2800.00,1518.76,1
852043,20,29,2015-07-06,2015-07-12,22395.40,3850.00,3955.00,1930,00:00:00,00:21:00,0,4500.00,2829.05,1
852045,27,29,2015-07-06,2015-07-12,25604.25,4600.00,4204.00,1872,00:00:00,00:00:00,0,4300.00,3198.41,1
852047,28,29,2015-07-06,2015-07-12,14975.50,17000.00,2485.00,1330,00:00:00,00:14:00,0,3100.00,1887.10,1
852049,30,29,2015-07-06,2015-07-12,30553.50,30000.00,4854.00,2406,00:00:00,00:25:40,0,5200.00,3881.55,1
852051,31,29,2015-07-06,2015-07-12,22737.40,24000.00,3827.00,1810,00:00:00,00:00:00,0,4200.00,2835.93,1
852053,33,29,2015-07-06,2015-07-12,14556.60,20000.00,2570.00,1270,00:00:00,00:16:20,0,3300.00,1845.09,1
852055,34,29,2015-07-06,2015-07-12,15883.20,20000.00,2665.00,1363,00:00:00,00:16:20,0,3300.00,1995.79,1
852057,36,29,2015-07-06,2015-07-12,15315.30,20000.00,2905.00,1515,00:00:00,00:16:20,0,3300.00,1925.17,1
852059,37,29,2015-07-06,2015-07-12,17909.30,25000.00,3231.00,1845,00:00:00,00:21:00,0,4500.00,2249.81,1
852061,38,29,2015-07-06,2015-07-12,34378.70,37000.00,5220.00,2810,00:00:00,00:22:10,0,4800.00,4337.24,1
852063,39,29,2015-07-06,2015-07-12,26174.80,31500.00,4273.00,2079,00:00:00,00:21:00,0,4500.00,3361.30,1
852065,40,29,2015-07-06,2015-07-12,25893.90,35000.00,4283.00,1937,00:00:00,00:26:50,0,5500.00,3265.04,1
852067,41,29,2015-07-06,2015-07-12,25521.80,28000.00,4103.00,1944,00:00:00,00:00:00,0,4100.00,3250.34,1
852069,42,29,2015-07-06,2015-07-12,16965.90,21000.00,2736.00,1421,00:00:00,00:19:50,0,3750.00,2146.50,1
852071,43,29,2015-07-06,2015-07-12,23779.40,28000.00,3969.00,1829,00:00:00,00:00:00,0,4100.00,2993.16,1
852073,44,29,2015-07-06,2015-07-12,23447.90,28000.00,3784.00,1843,00:00:00,00:00:00,0,4100.00,2923.12,1
852075,45,29,2015-07-06,2015-07-12,16930.00,18000.00,3069.00,1854,00:00:00,03:37:00,0,200.00,2159.07,1
852077,46,29,2015-07-06,2015-07-12,12927.90,17000.00,2035.00,1120,00:00:00,00:00:00,0,2900.00,1622.07,1
852079,48,29,2015-07-06,2015-07-12,10578.10,13500.00,1209.00,726,00:00:00,00:00:00,0,2600.00,1355.03,1
852081,49,29,2015-07-06,2015-07-12,11689.30,10000.00,1484.00,1014,00:00:00,00:00:00,0,2500.00,1480.20,1
852083,50,29,2015-07-06,2015-07-12,9142.40,13000.00,1123.00,656,00:00:00,02:41:00,0,160.00,1141.87,1
852085,55,29,2015-07-06,2015-07-12,10625.90,30000.00,1875.00,1177,00:00:00,00:20:25,0,4080.00,1323.77,1
852087,56,29,2015-07-06,2015-07-12,22809.00,25000.00,3694.00,2138,00:00:00,00:21:00,0,4800.00,2908.62,1
852089,57,29,2015-07-06,2015-07-12,20575.20,22000.00,3230.00,1917,00:00:00,00:00:00,0,4000.00,2604.52,1
852091,58,29,2015-07-06,2015-07-12,11682.70,17000.00,1925.00,1159,00:00:00,00:14:00,0,2500.00,1469.47,1
852093,59,29,2015-07-06,2015-07-12,39217.41,45000.00,6484.00,4137,00:00:00,00:00:00,0,7000.00,4984.86,1
852095,60,29,2015-07-06,2015-07-12,41746.21,40000.00,6201.00,3773,00:00:00,00:35:00,0,7700.00,5290.59,1
852097,61,29,2015-07-06,2015-07-12,11304.50,17000.00,1943.00,996,00:00:00,00:14:00,0,3100.00,1433.82,1
852099,62,29,2015-07-06,2015-07-12,5020.60,7000.00,519.00,415,00:00:00,00:08:10,0,1700.00,638.51,1
882311,17,30,2015-07-13,2015-07-19,13753.50,15000.00,2480.00,1442,98:24:02,00:00:00,1010,2800.00,1722.97,1
882313,20,30,2015-07-13,2015-07-19,23752.10,3850.00,4166.00,1990,00:00:00,00:21:00,0,4500.00,3013.23,1
882315,27,30,2015-07-13,2015-07-19,30706.80,4600.00,5012.00,2191,00:00:00,00:00:00,0,4300.00,3854.71,1
882317,28,30,2015-07-13,2015-07-19,15421.30,17000.00,2508.00,1352,00:00:00,00:14:00,0,3100.00,1942.70,1
882319,30,30,2015-07-13,2015-07-19,31327.95,30000.00,4981.00,2481,00:00:00,00:25:40,0,5200.00,3999.07,1
882321,31,30,2015-07-13,2015-07-19,23689.70,24000.00,3917.00,1801,00:00:00,00:00:00,0,4200.00,2947.66,1
882323,33,30,2015-07-13,2015-07-19,14812.90,20000.00,2581.00,1284,00:00:00,00:16:20,0,3300.00,1873.42,1
882325,34,30,2015-07-13,2015-07-19,15711.60,20000.00,2681.00,1323,00:00:00,00:16:20,0,3300.00,1969.14,1
882327,36,30,2015-07-13,2015-07-19,15313.30,20000.00,2899.00,1555,00:00:00,00:16:20,0,3300.00,1938.10,1
882329,37,30,2015-07-13,2015-07-19,20241.80,25000.00,3642.00,2075,00:00:00,00:21:00,0,4500.00,2568.25,1
882331,38,30,2015-07-13,2015-07-19,35833.90,37000.00,5399.00,2940,00:00:00,00:22:10,0,4800.00,4517.51,1
882333,39,30,2015-07-13,2015-07-19,27049.60,31500.00,4366.00,2206,00:00:00,00:21:00,0,4500.00,3459.19,1
882335,40,30,2015-07-13,2015-07-19,28686.47,35000.00,4772.00,2025,00:00:00,00:26:50,0,5500.00,3616.10,1
882337,41,30,2015-07-13,2015-07-19,25144.85,28000.00,4075.00,1950,00:00:00,00:00:00,0,4100.00,3204.81,1
882339,42,30,2015-07-13,2015-07-19,17216.60,21000.00,2789.00,1440,00:00:00,00:19:50,0,3750.00,2177.25,1
882341,43,30,2015-07-13,2015-07-19,24515.00,28000.00,4054.00,1854,00:00:00,00:00:00,0,4100.00,3076.93,1
882343,44,30,2015-07-13,2015-07-19,22993.40,28000.00,3778.00,1773,00:00:00,00:00:00,0,4100.00,2874.83,1
882345,45,30,2015-07-13,2015-07-19,16667.10,18000.00,2994.00,1775,00:00:00,03:37:00,0,200.00,2130.74,1
882347,46,30,2015-07-13,2015-07-19,14773.20,17000.00,2363.00,1273,00:00:00,00:00:00,0,2900.00,1865.92,1
882349,48,30,2015-07-13,2015-07-19,11396.70,13500.00,1331.00,761,00:00:00,00:00:00,0,2600.00,1455.25,1
882351,49,30,2015-07-13,2015-07-19,9580.10,10000.00,1195.00,865,00:00:00,00:00:00,0,2500.00,1204.40,1
882353,50,30,2015-07-13,2015-07-19,9942.20,13000.00,1237.00,736,00:00:00,02:41:00,0,160.00,1249.91,1
882355,55,30,2015-07-13,2015-07-19,13415.90,30000.00,2390.00,1520,00:00:00,00:20:25,0,4080.00,1678.87,1
882357,56,30,2015-07-13,2015-07-19,23322.60,25000.00,3810.00,2133,00:00:00,00:21:00,0,4800.00,2971.72,1
882359,57,30,2015-07-13,2015-07-19,21720.00,22000.00,3419.00,2006,00:00:00,00:00:00,0,4000.00,2734.84,1
882361,58,30,2015-07-13,2015-07-19,16859.50,17000.00,2701.00,1667,00:00:00,00:14:00,0,2500.00,2135.20,1
882363,59,30,2015-07-13,2015-07-19,39422.00,45000.00,6521.00,4188,00:00:00,00:00:00,0,7000.00,4999.68,1
882365,60,30,2015-07-13,2015-07-19,42199.19,40000.00,6257.00,3801,00:00:00,00:35:00,0,7700.00,5345.14,1
882367,61,30,2015-07-13,2015-07-19,11449.80,17000.00,1953.00,988,00:00:00,00:14:00,0,3100.00,1447.36,1
882369,62,30,2015-07-13,2015-07-19,5813.50,7000.00,624.00,489,00:00:00,00:08:10,0,1700.00,747.45,1
912581,17,31,2015-07-20,2015-07-26,14733.30,15000.00,2638.00,1561,160:02:36,00:00:00,1465,2800.00,1868.68,1
912583,20,31,2015-07-20,2015-07-26,24893.20,3850.00,4431.00,2199,00:00:00,00:21:00,0,4500.00,3147.41,1
912585,27,31,2015-07-20,2015-07-26,29676.45,4600.00,4815.00,2158,00:00:00,00:00:00,0,4300.00,3710.86,1
912587,28,31,2015-07-20,2015-07-26,14850.80,17000.00,2537.00,1355,00:00:00,00:14:00,0,3100.00,1889.31,1
912589,30,31,2015-07-20,2015-07-26,27239.30,30000.00,4379.00,2230,00:00:00,00:25:40,0,5200.00,3446.89,1
912591,31,31,2015-07-20,2015-07-26,22152.00,24000.00,3642.00,1729,00:00:00,00:00:00,0,4200.00,2768.60,1
912593,33,31,2015-07-20,2015-07-26,14582.80,20000.00,2523.00,1339,00:00:00,00:16:20,0,3300.00,1839.15,1
912595,34,31,2015-07-20,2015-07-26,15733.60,20000.00,2736.00,1354,00:00:00,00:16:20,0,3300.00,1999.47,1
912597,36,31,2015-07-20,2015-07-26,18327.00,20000.00,3452.00,1934,00:00:00,00:16:20,0,3300.00,2320.99,1
912599,37,31,2015-07-20,2015-07-26,22175.40,25000.00,3964.00,2404,00:00:00,00:21:00,0,4500.00,2808.21,1
912601,38,31,2015-07-20,2015-07-26,31072.80,37000.00,4760.00,2727,00:00:00,00:22:10,0,4800.00,3909.53,1
