sales_id,shop_id,week_no,start_date,end_date,sales_amount,sales_target,item_sold,transactions,staff_hours,staff_hours_target,labour_cost,labour_cost_target,total_tax,sales_status
3812179,17,38,2016-09-05,2016-09-11,14421.40,17000.00,2757.00,1555,259:15:00,00:00:00,4052,2800.00,1914.36,1
3812181,20,38,2016-09-05,2016-09-11,26482.31,29000.00,4419.00,2318,350:12:01,00:21:00,5559,4700.00,3454.02,1
3812183,27,38,2016-09-05,2016-09-11,36224.56,35000.00,5909.00,2633,357:00:00,00:22:45,5641,4900.00,4727.69,1
3812185,28,38,2016-09-05,2016-09-11,15808.84,18000.00,2560.00,1345,198:15:00,00:14:00,3260,3200.00,2062.65,1
3812187,30,38,2016-09-05,2016-09-11,32920.08,34000.00,5458.00,2415,331:45:00,00:24:30,5367,4900.00,4296.06,1
3812189,31,38,2016-09-05,2016-09-11,21565.53,26000.00,3473.00,1658,221:15:01,00:00:00,3482,4100.00,2813.09,1
3812191,33,38,2016-09-05,2016-09-11,15633.35,18000.00,2613.00,1353,206:00:00,00:16:20,3305,3500.00,2039.64,1
3812193,34,38,2016-09-05,2016-09-11,16577.92,19000.00,3039.00,1351,245:12:01,00:17:30,3856,3600.00,2166.94,1
3812195,36,38,2016-09-05,2016-09-11,18724.64,23000.00,3404.00,1896,226:57:01,00:18:40,3570,3700.00,2443.18,1
3812197,37,38,2016-09-05,2016-09-11,21083.00,26000.00,3704.00,2228,265:27:01,00:00:00,4296,4100.00,2751.27,1
3812199,38,38,2016-09-05,2016-09-11,33550.70,38000.00,5134.00,2883,305:15:00,00:25:40,4822,5500.00,4375.03,1
3812201,39,38,2016-09-05,2016-09-11,27818.14,32000.00,4390.00,2207,287:15:00,00:21:00,4640,4500.00,3628.74,1
3812203,40,38,2016-09-05,2016-09-11,30851.75,34000.00,5023.00,2235,315:30:00,00:23:20,5088,4900.00,4025.58,1
3812205,41,38,2016-09-05,2016-09-11,24875.77,29000.00,4038.00,1979,293:50:49,00:23:20,4731,4900.00,3244.61,1
3812207,42,38,2016-09-05,2016-09-11,20370.50,22000.00,3256.00,1698,221:15:00,00:15:10,3577,3400.00,2656.65,1
3812209,43,38,2016-09-05,2016-09-11,24442.27,27000.00,3989.00,1863,265:15:00,00:00:00,4320,4500.00,3188.46,1
3812211,44,38,2016-09-05,2016-09-11,25631.30,27000.00,4225.00,2080,325:20:49,00:23:20,5217,4900.00,3342.93,1
3812213,45,38,2016-09-05,2016-09-11,13159.14,17000.00,2297.00,1475,180:45:00,00:00:00,2883,2900.00,1717.99,1
3812215,46,38,2016-09-05,2016-09-11,16164.52,16000.00,2528.00,1362,207:00:00,00:00:00,3386,3000.00,2108.20,1
3812217,48,38,2016-09-05,2016-09-11,13114.18,13000.00,1479.00,881,185:00:00,00:00:00,2892,2800.00,1710.89,1
3812219,49,38,2016-09-05,2016-09-11,10066.21,11000.00,1231.00,917,150:30:00,00:00:00,2401,2600.00,1314.06,1
3812221,50,38,2016-09-05,2016-09-11,11232.84,12000.00,1383.00,779,127:00:00,00:11:40,2106,2200.00,1466.95,1
3812223,55,38,2016-09-05,2016-09-11,20813.60,37000.00,3463.00,2341,242:45:00,00:26:50,3786,5500.00,2719.81,1
3812225,56,38,2016-09-05,2016-09-11,19984.28,23000.00,3198.00,1924,244:30:00,00:18:40,3879,3700.00,2607.69,1
3812227,57,38,2016-09-05,2016-09-11,21620.90,24000.00,3472.00,2004,283:30:00,00:00:00,4446,4000.00,2820.00,1
3812229,58,38,2016-09-05,2016-09-11,12316.42,17000.00,2002.00,1293,252:00:00,00:17:30,4042,3700.00,1607.99,1
3812231,59,38,2016-09-05,2016-09-11,0.00,46000.00,0.00,0,00:00:00,00:30:55,0,6600.00,0.00,1
3812233,60,38,2016-09-05,2016-09-11,39790.42,45000.00,6034.00,3652,300:57:01,00:35:00,4780,8000.00,5190.78,1
3812235,61,38,2016-09-05,2016-09-11,18480.06,16000.00,3049.00,1416,212:00:00,00:00:00,3410,3000.00,2411.53,1
3812237,62,38,2016-09-05,2016-09-11,6077.50,7000.00,649.00,514,94:30:00,00:07:00,1489,1550.00,793.01,1
3812239,63,38,2016-09-05,2016-09-11,26441.13,29000.00,4373.00,2089,267:24:02,00:00:00,4451,4400.00,3450.34,1
3812241,64,38,2016-09-05,2016-09-11,9949.36,13000.00,1750.00,997,206:30:00,00:00:00,3187,2600.00,1298.35,1
3812243,65,38,2016-09-05,2016-09-11,3109.90,5000.00,382.00,259,00:00:00,00:00:00,0,1350.00,405.77,1
3812245,66,38,2016-09-05,2016-09-11,11891.74,16000.00,1982.00,953,191:30:00,00:14:00,3089,3000.00,1551.01,1
3812247,67,38,2016-09-05,2016-09-11,43128.96,50000.00,6600.00,3747,212:00:00,00:00:00,3358,8700.00,5642.59,1
3812249,68,38,2016-09-05,2016-09-11,19642.10,22000.00,3177.00,1581,278:12:01,00:00:00,4628,4200.00,2561.59,1
3812251,69,38,2016-09-05,2016-09-11,5628.30,8000.00,1027.00,677,102:57:01,00:07:00,1712,1600.00,734.40,1
3812253,70,38,2016-09-05,2016-09-11,5826.52,9000.00,1011.00,710,134:27:01,00:12:50,2106,2300.00,759.58,1
3812255,71,38,2016-09-05,2016-09-11,7475.18,11000.00,1278.00,880,141:15:00,00:10:30,2215,1500.00,974.66,1
3812257,72,38,2016-09-05,2016-09-11,12787.30,16000.00,2080.00,1198,187:30:00,00:00:00,3046,3000.00,1668.21,1
3812259,73,38,2016-09-05,2016-09-11,8642.19,12000.00,1563.00,1052,121:57:01,00:09:55,1988,1900.00,1127.15,1
3812261,74,38,2016-09-05,2016-09-11,10420.40,13000.00,1750.00,1199,136:30:00,00:11:40,2187,2200.00,1359.49,1
3812263,75,38,2016-09-05,2016-09-11,11430.58,11000.00,1261.00,1014,142:00:00,00:10:30,1865,2100.00,1494.06,1
3812265,76,38,2016-09-05,2016-09-11,23726.15,26000.00,3594.00,2397,260:30:00,00:00:00,4151,4500.00,3093.50,1
3812267,77,38,2016-09-05,2016-09-11,8307.35,10000.00,1005.00,658,128:15:00,00:10:30,2042,2100.00,1084.04,1
3812269,78,38,2016-09-05,2016-09-11,16499.50,20000.00,2573.00,1383,223:15:00,00:15:10,3537,3300.00,2152.56,1
3812271,79,38,2016-09-05,2016-09-11,62785.56,70000.00,9220.00,5378,323:50:40,00:49:00,5066,11000.00,8188.37,1
3812273,80,38,2016-09-05,2016-09-11,18533.13,23000.00,3028.00,1785,219:15:00,00:19:50,3621,4000.00,2422.24,1
3812275,81,38,2016-09-05,2016-09-11,7692.47,7000.00,1039.00,611,139:15:00,00:10:30,2151,2000.00,1004.76,1
3812277,82,38,2016-09-05,2016-09-11,19792.54,26000.00,3254.00,1611,277:45:00,00:23:20,4374,5000.00,2583.67,1
3812279,83,38,2016-09-05,2016-09-11,19938.12,33000.00,3412.00,2099,446:09:12,00:00:00,7049,5600.00,2600.40,1
3812281,84,38,2016-09-05,2016-09-11,5801.68,7000.00,711.00,464,111:30:00,00:09:20,1740,1800.00,759.17,1
3812283,85,38,2016-09-05,2016-09-11,8626.80,10000.00,1466.00,940,192:24:40,02:34:00,3188,140.00,1125.34,1
3812285,86,38,2016-09-05,2016-09-11,29564.60,35000.00,4840.00,2420,420:45:05,00:26:50,6717,5500.00,3855.18,1
3812287,87,38,2016-09-05,2016-09-11,20050.25,25000.00,3267.00,1863,279:09:02,00:19:50,4502,4100.00,2615.50,1
3812289,88,38,2016-09-05,2016-09-11,28574.26,35000.00,4799.00,2900,311:57:01,00:24:30,5137,5300.00,3728.41,1
3812291,89,38,2016-09-05,2016-09-11,15049.40,18000.00,2157.00,1400,209:00:00,00:14:00,3269,3200.00,1964.05,1
3812293,90,38,2016-09-05,2016-09-11,9184.10,11000.00,1195.00,694,138:00:00,00:00:00,2229,2600.00,1198.80,1
3812295,91,38,2016-09-05,2016-09-11,16882.82,25000.00,2528.00,1365,210:00:00,04:40:00,3551,250.00,2202.35,1
3812297,92,38,2016-09-05,2016-09-11,8104.74,10000.00,903.00,503,140:15:00,02:55:00,2252,150.00,1060.24,1
3812299,93,38,2016-09-05,2016-09-11,11361.42,15000.00,1858.00,906,166:45:00,00:00:00,2788,3000.00,1482.22,1
3812301,94,38,2016-09-05,2016-09-11,16124.33,25000.00,2580.00,1300,236:00:00,04:40:00,3775,250.00,2103.76,1
3812303,95,38,2016-09-05,2016-09-11,7610.60,10000.00,891.00,516,160:27:01,02:55:00,2484,150.00,993.18,1
3873289,17,39,2016-09-12,2016-09-18,14241.78,17000.00,2700.00,1517,216:00:00,00:00:00,3376,2800.00,1885.97,1
3873291,20,39,2016-09-12,2016-09-18,25916.20,29000.00,4336.00,2272,314:45:00,00:21:00,5009,4700.00,3380.86,1
3873293,27,39,2016-09-12,2016-09-18,34565.70,35000.00,5744.00,2627,329:45:00,00:22:45,5209,4900.00,4512.31,1
3873295,28,39,2016-09-12,2016-09-18,6414.74,18000.00,1053.00,538,84:30:00,00:06:00,1389,3200.00,837.07,1
3873297,30,39,2016-09-12,2016-09-18,32514.90,34000.00,5291.00,2401,320:15:00,00:24:30,5151,4900.00,4243.08,1
3873299,31,39,2016-09-12,2016-09-18,22196.76,26000.00,3566.00,1750,253:45:00,00:00:00,3983,4100.00,2896.97,1
3873301,33,39,2016-09-12,2016-09-18,15090.80,18000.00,2497.00,1301,187:30:00,00:16:20,3014,3500.00,1968.91,1
3873303,34,39,2016-09-12,2016-09-18,17578.60,19000.00,2947.00,1351,240:45:00,00:17:30,3786,3600.00,2292.36,1
3873305,36,39,2016-09-12,2016-09-18,20495.85,23000.00,3676.00,2150,232:15:00,00:18:40,3679,3700.00,2674.50,1
3873307,37,39,2016-09-12,2016-09-18,23044.42,26000.00,3981.00,2389,262:15:00,00:00:00,4196,4100.00,3007.25,1
3873309,38,39,2016-09-12,2016-09-18,35611.00,38000.00,5376.00,3020,304:00:00,00:25:40,4806,5500.00,4643.35,1
3873311,39,39,2016-09-12,2016-09-18,27886.08,32000.00,4417.00,2266,279:23:24,00:21:00,4565,4500.00,3638.32,1
3873313,40,39,2016-09-12,2016-09-18,30536.42,34000.00,4991.00,2240,308:30:00,00:23:20,4989,4900.00,3984.62,1
3873315,41,39,2016-09-12,2016-09-18,25254.74,29000.00,4107.00,1948,282:30:00,00:23:20,4538,4900.00,3295.36,1
3873317,42,39,2016-09-12,2016-09-18,20885.16,22000.00,3305.00,1767,224:15:00,00:15:10,3635,3400.00,2723.38,1
3873319,43,39,2016-09-12,2016-09-18,25150.16,27000.00,4151.00,1907,282:30:00,00:00:00,4592,4500.00,3280.41,1
3873321,44,39,2016-09-12,2016-09-18,25007.22,27000.00,4196.00,1988,314:15:00,00:23:20,5050,4900.00,3261.96,1
3873323,45,39,2016-09-12,2016-09-18,14203.30,17000.00,2391.00,1534,188:00:00,00:00:00,2985,2900.00,1853.37,1
3873325,46,39,2016-09-12,2016-09-18,15803.52,16000.00,2483.00,1426,203:15:00,00:00:00,3329,3000.00,2062.88,1
3873327,48,39,2016-09-12,2016-09-18,13716.80,13000.00,1542.00,900,178:15:00,00:00:00,2788,2800.00,1789.65,1
3873329,49,39,2016-09-12,2016-09-18,10515.01,11000.00,1319.00,945,157:15:00,00:00:00,2512,2600.00,1372.85,1
3873331,50,39,2016-09-12,2016-09-18,11211.91,12000.00,1419.00,787,115:00:00,00:11:40,1891,2200.00,1464.78,1
3873333,55,39,2016-09-12,2016-09-18,34444.19,37000.00,5801.00,4027,378:15:00,00:26:50,5909,5500.00,4493.35,1
3873335,56,39,2016-09-12,2016-09-18,23765.54,23000.00,3809.00,2224,241:15:00,00:18:40,3851,3700.00,3100.09,1
3873337,57,39,2016-09-12,2016-09-18,21570.78,24000.00,3459.00,2006,279:15:00,00:00:00,4396,4000.00,2813.61,1
3873339,58,39,2016-09-12,2016-09-18,12555.46,17000.00,2022.00,1393,286:44:11,00:17:30,4354,3700.00,1641.26,1
3873341,59,39,2016-09-12,2016-09-18,0.00,46000.00,0.00,0,00:00:00,00:13:15,0,6600.00,0.00,1
3873343,60,39,2016-09-12,2016-09-18,40933.94,45000.00,6045.00,3685,298:15:00,00:35:00,4745,8000.00,5340.27,1
3873345,61,39,2016-09-12,2016-09-18,18033.42,16000.00,3093.00,1453,192:30:00,00:00:00,3060,3000.00,2353.04,1
3873347,62,39,2016-09-12,2016-09-18,6182.80,7000.00,647.00,510,99:45:00,00:07:00,1575,1550.00,806.77,1
3873349,63,39,2016-09-12,2016-09-18,14378.85,29000.00,2329.00,1068,126:30:00,00:00:00,2088,4400.00,1882.56,1
3873351,64,39,2016-09-12,2016-09-18,4036.86,13000.00,706.00,367,87:00:00,00:00:00,1338,2600.00,526.83,1
3873353,65,39,2016-09-12,2016-09-18,2831.44,5000.00,352.00,251,00:00:00,00:00:00,0,1350.00,369.48,1
3873355,66,39,2016-09-12,2016-09-18,6216.80,16000.00,1011.00,472,83:00:00,00:06:00,1331,3000.00,810.94,1
3873357,67,39,2016-09-12,2016-09-18,20045.19,50000.00,3039.00,1677,79:23:24,00:00:00,1249,8700.00,2619.17,1
3873359,68,39,2016-09-12,2016-09-18,8216.66,22000.00,1297.00,616,105:12:01,00:00:00,1699,4200.00,1071.77,1
3873361,69,39,2016-09-12,2016-09-18,5618.70,8000.00,1049.00,680,103:00:00,00:07:00,1698,1600.00,733.22,1
3873363,70,39,2016-09-12,2016-09-18,5933.84,9000.00,1008.00,697,128:45:00,00:12:50,2020,2300.00,773.77,1
3873365,71,39,2016-09-12,2016-09-18,7871.92,11000.00,1362.00,930,146:12:01,00:10:30,2284,1500.00,1026.60,1
3873367,72,39,2016-09-12,2016-09-18,5661.30,16000.00,892.00,473,76:00:00,00:00:00,1203,3000.00,738.66,1
3873369,73,39,2016-09-12,2016-09-18,10570.62,12000.00,1835.00,1283,123:15:00,00:09:55,2013,1900.00,1378.81,1
3873371,74,39,2016-09-12,2016-09-18,10761.30,13000.00,1826.00,1234,142:30:00,00:11:40,2281,2200.00,1404.10,1
3873373,75,39,2016-09-12,2016-09-18,10526.16,11000.00,1150.00,920,141:45:00,00:10:30,1593,2100.00,1373.35,1
3873375,76,39,2016-09-12,2016-09-18,12070.60,26000.00,1789.00,1144,121:45:00,00:00:00,1928,4500.00,1573.99,1
3873377,77,39,2016-09-12,2016-09-18,8539.69,10000.00,1026.00,662,135:21:58,00:10:30,2167,2100.00,1114.33,1
3873379,78,39,2016-09-12,2016-09-18,5832.22,20000.00,883.00,456,88:15:00,00:06:30,1346,3300.00,760.80,1
3873381,79,39,2016-09-12,2016-09-18,34081.00,70000.00,4892.00,2702,175:02:26,00:21:00,2736,11000.00,4445.08,1
3873383,80,39,2016-09-12,2016-09-18,9264.56,23000.00,1487.00,807,98:30:00,00:08:30,1608,4000.00,1209.98,1
3873385,81,39,2016-09-12,2016-09-18,7150.08,7000.00,1016.00,608,136:15:00,00:10:30,2123,2000.00,933.28,1
3873387,82,39,2016-09-12,2016-09-18,23327.34,26000.00,3774.00,1893,279:30:00,00:23:20,4402,5000.00,3044.46,1
3873389,83,39,2016-09-12,2016-09-18,9943.08,33000.00,1643.00,931,137:29:27,00:00:00,2138,5600.00,1297.14,1
3873391,84,39,2016-09-12,2016-09-18,5793.80,7000.00,722.00,474,113:30:00,00:09:20,1780,1800.00,757.96,1
3873393,85,39,2016-09-12,2016-09-18,6616.44,10000.00,1160.00,777,175:51:03,02:34:00,2895,140.00,862.84,1
3873395,86,39,2016-09-12,2016-09-18,14249.53,35000.00,2336.00,1083,181:00:00,00:11:30,2866,5500.00,1858.24,1
3873397,87,39,2016-09-12,2016-09-18,20964.01,25000.00,3440.00,1971,253:45:00,00:19:50,4121,4100.00,2734.76,1
3873399,88,39,2016-09-12,2016-09-18,15073.00,35000.00,2391.00,1410,146:15:00,00:10:30,2393,5300.00,1966.82,1
3873401,89,39,2016-09-12,2016-09-18,16381.80,18000.00,2305.00,1431,187:30:00,00:14:00,2968,3200.00,2138.06,1
3873403,90,39,2016-09-12,2016-09-18,10104.45,11000.00,1325.00,797,142:00:00,00:00:00,2290,2600.00,1319.22,1
3873405,91,39,2016-09-12,2016-09-18,16219.06,25000.00,2462.00,1362,214:45:00,04:40:00,3591,250.00,2115.99,1
3873407,92,39,2016-09-12,2016-09-18,8044.42,10000.00,884.00,475,141:15:00,02:55:00,2267,150.00,1049.80,1
3873409,93,39,2016-09-12,2016-09-18,11545.88,15000.00,1880.00,946,163:45:00,00:00:00,2753,3000.00,1506.04,1
3873411,94,39,2016-09-12,2016-09-18,20236.64,25000.00,3130.00,1596,253:15:00,04:40:00,4073,250.00,2639.79,1
3873413,95,39,2016-09-12,2016-09-18,8418.35,10000.00,998.00,577,180:15:00,02:55:00,2796,150.00,1098.64,1
3934651,17,40,2016-09-19,2016-09-25,14426.84,17000.00,2725.00,1509,203:15:00,00:00:00,3187,2800.00,1933.89,1
3934653,20,40,2016-09-19,2016-09-25,25951.62,29000.00,4281.00,2315,328:15:00,00:21:00,5220,4700.00,3384.83,1
3934655,27,40,2016-09-19,2016-09-25,34150.66,35000.00,5606.00,2593,350:45:00,00:22:45,5527,4900.00,4457.40,1
3934657,28,40,2016-09-19,2016-09-25,16422.74,18000.00,2703.00,1463,204:42:01,00:14:00,3358,3200.00,2142.72,1
3934659,30,40,2016-09-19,2016-09-25,33054.96,34000.00,5374.00,2413,341:15:00,00:24:30,5502,4900.00,4315.45,1
3934661,31,40,2016-09-19,2016-09-25,22563.80,26000.00,3602.00,1732,248:45:00,00:00:00,3908,4100.00,2943.44,1
3934663,33,40,2016-09-19,2016-09-25,14800.09,18000.00,2423.00,1238,185:15:00,00:16:20,2993,3500.00,1931.06,1
3934665,34,40,2016-09-19,2016-09-25,15837.46,19000.00,2659.00,1247,239:00:00,00:17:30,3757,3600.00,2065.57,1
3934667,36,40,2016-09-19,2016-09-25,19045.41,23000.00,3457.00,2011,239:30:00,00:18:40,3818,3700.00,2485.01,1
3934669,37,40,2016-09-19,2016-09-25,23007.86,26000.00,4019.00,2388,289:45:00,00:00:00,4643,4100.00,3003.00,1
3934671,38,40,2016-09-19,2016-09-25,33994.42,38000.00,5269.00,2912,300:00:00,00:25:40,4748,5500.00,4432.59,1
3934673,39,40,2016-09-19,2016-09-25,29872.74,32000.00,4647.00,2342,309:45:00,00:21:00,5051,4500.00,3896.77,1
3934675,40,40,2016-09-19,2016-09-25,28660.48,34000.00,4705.00,2084,292:45:00,00:23:20,4647,4900.00,3742.41,1
3934677,41,40,2016-09-19,2016-09-25,24887.88,29000.00,4107.00,1997,279:45:00,00:23:20,4434,4900.00,3246.38,1
3934679,42,40,2016-09-19,2016-09-25,20287.83,22000.00,3196.00,1678,237:15:00,00:15:10,3816,3400.00,2645.73,1
3934681,43,40,2016-09-19,2016-09-25,24337.06,27000.00,4021.00,1879,283:42:01,00:00:00,4611,4500.00,3174.59,1
3934683,44,40,2016-09-19,2016-09-25,26214.60,27000.00,4307.00,2081,318:30:00,00:23:20,4994,4900.00,3419.34,1
3934685,45,40,2016-09-19,2016-09-25,15081.02,17000.00,2569.00,1592,183:30:00,00:00:00,2921,2900.00,1967.81,1
3934687,46,40,2016-09-19,2016-09-25,17320.86,16000.00,2686.00,1539,212:15:00,00:00:00,3476,3000.00,2262.82,1
3934689,48,40,2016-09-19,2016-09-25,12804.58,13000.00,1450.00,841,184:00:00,00:00:00,2880,2800.00,1670.94,1
3934691,49,40,2016-09-19,2016-09-25,10631.47,11000.00,1312.00,937,146:00:00,00:00:00,2343,2600.00,1387.97,1
3934693,50,40,2016-09-19,2016-09-25,11736.07,12000.00,1396.00,800,118:30:00,00:11:40,1954,2200.00,1532.56,1
3934695,55,40,2016-09-19,2016-09-25,37425.44,37000.00,6359.00,4367,425:12:01,00:26:50,6664,5500.00,4887.91,1
3934697,56,40,2016-09-19,2016-09-25,20744.16,23000.00,3325.00,1971,238:00:00,00:18:40,3795,3700.00,2705.84,1
3934699,57,40,2016-09-19,2016-09-25,21651.81,24000.00,3436.00,2080,293:45:00,00:00:00,4605,4000.00,2823.80,1
3934701,58,40,2016-09-19,2016-09-25,14482.54,17000.00,2335.00,1565,276:30:00,00:17:30,4395,3700.00,1891.48,1
3934703,59,40,2016-09-19,2016-09-25,0.00,46000.00,0.00,0,00:00:00,00:30:55,0,6600.00,0.00,1
3934705,60,40,2016-09-19,2016-09-25,41987.41,45000.00,6264.00,3838,341:45:00,00:35:00,5496,8000.00,5477.26,1
3934707,61,40,2016-09-19,2016-09-25,18497.42,16000.00,3141.00,1511,208:57:01,00:00:00,3325,3000.00,2413.55,1
3934709,62,40,2016-09-19,2016-09-25,6327.80,7000.00,684.00,526,103:00:00,00:07:00,1637,1550.00,825.68,1
3934711,63,40,2016-09-19,2016-09-25,27122.67,29000.00,4472.00,2109,286:54:02,00:00:00,4838,4400.00,3552.83,1
3934713,64,40,2016-09-19,2016-09-25,9994.04,13000.00,1720.00,1024,209:15:00,00:00:00,3235,2600.00,1304.04,1
3934715,65,40,2016-09-19,2016-09-25,3313.40,5000.00,396.00,281,00:00:00,00:00:00,0,1350.00,432.44,1
3934717,66,40,2016-09-19,2016-09-25,11331.12,16000.00,1847.00,883,193:30:00,00:14:00,3093,3000.00,1477.48,1
3934719,67,40,2016-09-19,2016-09-25,45192.52,50000.00,6742.00,3934,264:57:01,00:00:00,4300,8700.00,5893.81,1
3934721,68,40,2016-09-19,2016-09-25,18611.40,22000.00,2996.00,1505,280:42:01,00:00:00,4633,4200.00,2427.19,1
3934724,70,40,2016-09-19,2016-09-25,6368.26,9000.00,1086.00,778,151:45:00,00:12:50,2374,2300.00,830.25,1
3934726,71,40,2016-09-19,2016-09-25,8784.04,11000.00,1455.00,1015,133:30:00,00:10:30,2091,1500.00,1145.46,1
3934728,72,40,2016-09-19,2016-09-25,13649.30,16000.00,2172.00,1290,203:30:00,00:00:00,3297,3000.00,1780.49,1
3934730,73,40,2016-09-19,2016-09-25,10749.43,12000.00,1904.00,1273,140:38:27,00:09:55,2267,1900.00,1402.14,1
3934732,74,40,2016-09-19,2016-09-25,11137.74,13000.00,1875.00,1306,139:45:00,00:11:40,2242,2200.00,1452.90,1
3934734,75,40,2016-09-19,2016-09-25,11687.82,11000.00,1270.00,1004,137:30:00,00:10:30,1501,2100.00,1525.02,1
3934736,76,40,2016-09-19,2016-09-25,24658.16,26000.00,3725.00,2473,269:45:00,00:00:00,4298,4500.00,3215.33,1
3934738,77,40,2016-09-19,2016-09-25,8299.90,10000.00,1045.00,654,133:30:00,00:10:30,2126,2100.00,1082.97,1
3934740,78,40,2016-09-19,2016-09-25,17801.02,20000.00,2729.00,1501,235:00:00,00:15:10,3722,3300.00,2322.47,1
3934742,79,40,2016-09-19,2016-09-25,66617.11,70000.00,9735.00,5571,368:12:59,00:49:00,5866,11000.00,8688.32,1
3934744,80,40,2016-09-19,2016-09-25,18618.54,23000.00,3071.00,1767,206:47:52,00:19:50,3414,4000.00,2433.49,1
3934746,81,40,2016-09-19,2016-09-25,7582.58,7000.00,1058.00,623,127:00:00,00:10:30,2001,2000.00,989.36,1
3934748,82,40,2016-09-19,2016-09-25,18921.64,26000.00,3104.00,1566,315:00:00,00:23:20,4944,5000.00,2469.35,1
3934750,83,40,2016-09-19,2016-09-25,20939.59,33000.00,3552.00,2229,429:54:02,00:00:00,6727,5600.00,2730.69,1
3934752,84,40,2016-09-19,2016-09-25,6480.44,7000.00,813.00,532,125:02:52,00:09:20,1947,1800.00,848.02,1
3934754,85,40,2016-09-19,2016-09-25,7741.34,10000.00,1313.00,862,188:57:31,02:34:00,3158,140.00,1009.62,1
3934756,86,40,2016-09-19,2016-09-25,32291.40,35000.00,5359.00,2673,456:01:24,00:26:50,7264,5500.00,4210.79,1
3934758,87,40,2016-09-19,2016-09-25,19058.60,25000.00,3138.00,1844,243:30:00,00:19:50,3917,4100.00,2485.71,1
3934760,88,40,2016-09-19,2016-09-25,28773.56,35000.00,4785.00,2927,315:42:44,00:24:30,5209,5300.00,3754.64,1
3934762,89,40,2016-09-19,2016-09-25,16674.42,18000.00,2388.00,1523,203:00:00,00:14:00,3287,3200.00,2176.04,1
3934764,90,40,2016-09-19,2016-09-25,9273.77,11000.00,1213.00,724,135:00:00,00:00:00,2185,2600.00,1210.72,1
3934766,91,40,2016-09-19,2016-09-25,16052.99,25000.00,2445.00,1296,214:45:00,04:40:00,3609,250.00,2094.89,1
3934768,92,40,2016-09-19,2016-09-25,8027.13,10000.00,881.00,482,147:00:00,02:55:00,2356,150.00,1048.34,1
3934770,93,40,2016-09-19,2016-09-25,11347.02,15000.00,1849.00,943,160:30:00,00:00:00,2723,3000.00,1480.14,1
3934772,94,40,2016-09-19,2016-09-25,17586.83,25000.00,2713.00,1400,243:56:10,04:40:00,3891,250.00,2294.18,1
3934774,95,40,2016-09-19,2016-09-25,7960.28,10000.00,960.00,530,166:56:10,02:55:00,2580,150.00,1038.79,1
3960642,69,40,2016-09-19,2016-09-25,4758.06,8000.00,880.00,600,97:00:00,00:07:00,1604,1600.00,620.89,1
3998218,17,41,2016-09-26,2016-10-02,13956.28,17000.00,2677.00,1462,207:30:00,00:00:00,3225,2800.00,1866.85,1
3998220,20,41,2016-09-26,2016-10-02,26316.72,29000.00,4335.00,2259,331:15:00,00:21:00,5264,4700.00,3433.02,1
3998222,27,41,2016-09-26,2016-10-02,34238.28,35000.00,5648.00,2505,340:00:00,00:22:45,5350,4900.00,4472.34,1
3998224,28,41,2016-09-26,2016-10-02,18256.96,18000.00,2940.00,1534,204:30:00,00:14:00,3360,3200.00,2381.93,1
3998226,30,41,2016-09-26,2016-10-02,34459.32,34000.00,5668.00,2509,382:45:00,00:24:30,6129,4900.00,4496.81,1
3998228,31,41,2016-09-26,2016-10-02,23357.14,26000.00,3762.00,1814,260:57:01,00:00:00,4097,4100.00,3046.75,1
3998230,33,41,2016-09-26,2016-10-02,15263.80,18000.00,2532.00,1242,191:30:00,00:16:20,3078,3500.00,1991.50,1
3998232,34,41,2016-09-26,2016-10-02,17225.10,19000.00,2928.00,1326,248:00:00,00:17:30,3902,3600.00,2246.29,1
3998234,36,41,2016-09-26,2016-10-02,20200.60,23000.00,3614.00,2107,238:00:00,00:18:40,3807,3700.00,2635.83,1
3998236,37,41,2016-09-26,2016-10-02,27610.05,26000.00,4616.00,2769,333:03:05,00:00:00,5282,4100.00,3602.52,1
3998238,38,41,2016-09-26,2016-10-02,39608.42,38000.00,6003.00,3235,320:30:00,00:25:40,5439,5500.00,5164.96,1
3998240,39,41,2016-09-26,2016-10-02,31708.16,32000.00,5042.00,2474,307:15:00,00:21:00,4986,4500.00,4136.44,1
3998242,40,41,2016-09-26,2016-10-02,32948.74,34000.00,5349.00,2333,316:15:00,00:23:20,5039,4900.00,4303.39,1
3998244,41,41,2016-09-26,2016-10-02,26335.96,29000.00,4259.00,2018,283:30:00,00:23:20,4479,4900.00,3435.45,1
3998246,42,41,2016-09-26,2016-10-02,20045.13,22000.00,3255.00,1645,235:15:00,00:15:10,3790,3400.00,2614.37,1
3998248,43,41,2016-09-26,2016-10-02,24804.62,27000.00,4093.00,1840,297:45:00,00:00:00,4817,4500.00,3235.52,1
3998250,44,41,2016-09-26,2016-10-02,26385.34,27000.00,4373.00,2028,312:45:00,00:23:20,4994,4900.00,3442.11,1
3998252,45,41,2016-09-26,2016-10-02,18031.32,17000.00,2998.00,1843,201:00:00,00:00:00,3185,2900.00,2353.01,1
3998254,46,41,2016-09-26,2016-10-02,16643.04,16000.00,2615.00,1450,213:00:00,00:00:00,3433,3000.00,2170.42,1
3998256,48,41,2016-09-26,2016-10-02,12055.48,13000.00,1344.00,796,199:30:00,00:00:00,3105,2800.00,1572.83,1
